Description,GeoAreaName,Year,Value
Proportion of women in managerial positions (%),Botswana,2000,35.43
Proportion of women in managerial positions (%),Botswana,2001,30.85
Proportion of women in managerial positions (%),Botswana,2003,32.98
Proportion of women in managerial positions (%),Botswana,2006,30.53
Proportion of women in managerial positions (%),Botswana,2009,37.89
Proportion of women in managerial positions (%),Botswana,2010,38.62
Proportion of women in managerial positions (%),Botswana,2019,54.45
Proportion of women in managerial positions (%),Botswana,2020,55.22
Proportion of women in managerial positions (%),Brazil,2001,29.04
Proportion of women in managerial positions (%),Brazil,2002,32.47
Proportion of women in managerial positions (%),Brazil,2003,33.67
Proportion of women in managerial positions (%),Brazil,2004,33.77
Proportion of women in managerial positions (%),Brazil,2005,35.25
Proportion of women in managerial positions (%),Brazil,2006,34.92
Proportion of women in managerial positions (%),Brazil,2007,35.91
Proportion of women in managerial positions (%),Brazil,2008,35.69
Proportion of women in managerial positions (%),Brazil,2009,35.67
Proportion of women in managerial positions (%),Brazil,2011,36.1
Proportion of women in managerial positions (%),Brazil,2012,37.18
Proportion of women in managerial positions (%),Brazil,2013,37.28
Proportion of women in managerial positions (%),Brazil,2014,37.77
Proportion of women in managerial positions (%),Brazil,2015,38.52
Proportion of women in managerial positions (%),Brazil,2016,38.95
Proportion of women in managerial positions (%),Brazil,2017,39.08
Proportion of women in managerial positions (%),Brazil,2018,38.69
Proportion of women in managerial positions (%),Brazil,2019,38.4
Proportion of women in managerial positions (%),Brazil,2020,36.76
Proportion of women in managerial positions (%),Belize,2005,41.26
Proportion of women in managerial positions (%),Belize,2014,39.28
Proportion of women in managerial positions (%),Belize,2015,46.43
Proportion of women in managerial positions (%),Belize,2016,38.66
Proportion of women in managerial positions (%),Belize,2017,51.08
Proportion of women in managerial positions (%),Belize,2019,56.69
Proportion of women in managerial positions (%),Solomon Islands,2013,25.66
Proportion of women in managerial positions (%),Brunei Darussalam,2001,25.66
Proportion of women in managerial positions (%),Brunei Darussalam,2014,33.64
Proportion of women in managerial positions (%),Brunei Darussalam,2017,41.28
Proportion of women in managerial positions (%),Brunei Darussalam,2018,36.59
Proportion of women in managerial positions (%),Brunei Darussalam,2019,33.01
Proportion of women in managerial positions (%),Brunei Darussalam,2020,36.45
Proportion of women in managerial positions (%),Bulgaria,2000,29.82
Proportion of women in managerial positions (%),Bulgaria,2001,32.65
Proportion of women in managerial positions (%),Bulgaria,2002,33.54
Proportion of women in managerial positions (%),Bulgaria,2003,31.3
Proportion of women in managerial positions (%),Bulgaria,2004,34.41
Proportion of women in managerial positions (%),Bulgaria,2005,33.97
Proportion of women in managerial positions (%),Bulgaria,2006,31.61
Proportion of women in managerial positions (%),Bulgaria,2007,31.4
Proportion of women in managerial positions (%),Bulgaria,2008,32.28
Proportion of women in managerial positions (%),Bulgaria,2009,32.15
Proportion of women in managerial positions (%),Bulgaria,2010,33.34
Proportion of women in managerial positions (%),Bulgaria,2011,36.75
Proportion of women in managerial positions (%),Bulgaria,2012,36.39
Proportion of women in managerial positions (%),Bulgaria,2013,36.48
Proportion of women in managerial positions (%),Bulgaria,2014,36.68
Proportion of women in managerial positions (%),Bulgaria,2015,36.51
Proportion of women in managerial positions (%),Bulgaria,2016,37.87
Proportion of women in managerial positions (%),Bulgaria,2017,39.19
Proportion of women in managerial positions (%),Bulgaria,2018,38.57
Proportion of women in managerial positions (%),Bulgaria,2019,39
Proportion of women in managerial positions (%),Bulgaria,2020,41.34
Proportion of women in managerial positions (%),Myanmar,2015,28.36
Proportion of women in managerial positions (%),Myanmar,2017,35.55
Proportion of women in managerial positions (%),Myanmar,2018,32.34
Proportion of women in managerial positions (%),Myanmar,2019,35.72
Proportion of women in managerial positions (%),Burundi,2014,27.36
Proportion of women in managerial positions (%),Burundi,2017,32.36
Proportion of women in managerial positions (%),Belarus,2009,46.25
Proportion of women in managerial positions (%),Belarus,2016,45.99
Proportion of women in managerial positions (%),Belarus,2017,47.6
Proportion of women in managerial positions (%),Belarus,2018,47.28
Proportion of women in managerial positions (%),Belarus,2019,49.11
Proportion of women in managerial positions (%),Belarus,2020,50.51
Proportion of women in managerial positions (%),Cambodia,2000,12.57
Proportion of women in managerial positions (%),Cambodia,2001,13.82
Proportion of women in managerial positions (%),Cambodia,2007,27.65
Proportion of women in managerial positions (%),Cambodia,2008,18.7
Proportion of women in managerial positions (%),Cambodia,2009,18.39
Proportion of women in managerial positions (%),Cambodia,2010,18.01
Proportion of women in managerial positions (%),Cambodia,2011,19.38
Proportion of women in managerial positions (%),Cambodia,2012,30.88
Proportion of women in managerial positions (%),Cambodia,2013,28.49
Proportion of women in managerial positions (%),Cambodia,2014,24.3
Proportion of women in managerial positions (%),Cambodia,2015,29.49
Proportion of women in managerial positions (%),Cambodia,2016,34.14
Proportion of women in managerial positions (%),Cambodia,2017,24.1
Proportion of women in managerial positions (%),Cambodia,2019,30.99
Proportion of women in managerial positions (%),Cameroon,2014,49.26
Proportion of women in managerial positions (%),Canada,2000,35.47
Proportion of women in managerial positions (%),Canada,2001,34.95
Proportion of women in managerial positions (%),Canada,2002,34.06
Proportion of women in managerial positions (%),Canada,2003,35.71
Proportion of women in managerial positions (%),Canada,2004,36.49
Proportion of women in managerial positions (%),Canada,2005,35.9
Proportion of women in managerial positions (%),Canada,2006,36.25
Proportion of women in managerial positions (%),Canada,2007,36.92
Proportion of women in managerial positions (%),Canada,2008,35.99
Proportion of women in managerial positions (%),Canada,2009,37.01
Proportion of women in managerial positions (%),Canada,2010,36.76
Proportion of women in managerial positions (%),Canada,2011,37.1
Proportion of women in managerial positions (%),Canada,2012,36.43
Proportion of women in managerial positions (%),Canada,2013,35.78
Proportion of women in managerial positions (%),Canada,2014,35.52
Proportion of women in managerial positions (%),Canada,2015,36.25
Proportion of women in managerial positions (%),Canada,2017,34.54
Proportion of women in managerial positions (%),Canada,2018,35.08
Proportion of women in managerial positions (%),Canada,2019,35.28
Proportion of women in managerial positions (%),Canada,2020,35.82
Proportion of women in managerial positions (%),Canada,2021,35.59
Proportion of women in managerial positions (%),Southern Asia (excluding India),2000,12.05
Proportion of women in managerial positions (%),Southern Asia (excluding India),2001,12.08
Proportion of women in managerial positions (%),Southern Asia (excluding India),2002,12.1
Proportion of women in managerial positions (%),Southern Asia (excluding India),2003,12.18
Proportion of women in managerial positions (%),Southern Asia (excluding India),2004,12.36
Proportion of women in managerial positions (%),Southern Asia (excluding India),2005,12.51
Proportion of women in managerial positions (%),Southern Asia (excluding India),2006,12.41
Proportion of women in managerial positions (%),Southern Asia (excluding India),2007,12.29
Proportion of women in managerial positions (%),Southern Asia (excluding India),2008,11.93
Proportion of women in managerial positions (%),Southern Asia (excluding India),2009,11.69
Proportion of women in managerial positions (%),Southern Asia (excluding India),2010,11.54
Proportion of women in managerial positions (%),Southern Asia (excluding India),2011,11.87
Proportion of women in managerial positions (%),Southern Asia (excluding India),2012,12.12
Proportion of women in managerial positions (%),Southern Asia (excluding India),2013,12.11
Proportion of women in managerial positions (%),Southern Asia (excluding India),2014,12.3
Proportion of women in managerial positions (%),Southern Asia (excluding India),2015,12.28
Proportion of women in managerial positions (%),Southern Asia (excluding India),2016,12.39
Proportion of women in managerial positions (%),Southern Asia (excluding India),2017,12.54
Proportion of women in managerial positions (%),Southern Asia (excluding India),2018,12.68
Proportion of women in managerial positions (%),Southern Asia (excluding India),2019,12.89
Proportion of women in managerial positions (%),Southern Asia (excluding India),2020,12.36
Proportion of women in managerial positions (%),Cabo Verde,2015,42.3
Proportion of women in managerial positions (%),Cabo Verde,2017,43.81
Proportion of women in managerial positions (%),Cabo Verde,2018,42.52
Proportion of women in managerial positions (%),Cabo Verde,2019,46.04
Proportion of women in managerial positions (%),Caucasus and Central Asia,2000,24.79
Proportion of women in managerial positions (%),Caucasus and Central Asia,2001,25.88
Proportion of women in managerial positions (%),Caucasus and Central Asia,2002,26.95
Proportion of women in managerial positions (%),Caucasus and Central Asia,2003,27.43
Proportion of women in managerial positions (%),Caucasus and Central Asia,2004,28.97
Proportion of women in managerial positions (%),Caucasus and Central Asia,2005,28.41
Proportion of women in managerial positions (%),Caucasus and Central Asia,2006,29.65
Proportion of women in managerial positions (%),Caucasus and Central Asia,2007,30.38
Proportion of women in managerial positions (%),Caucasus and Central Asia,2008,31.1
Proportion of women in managerial positions (%),Caucasus and Central Asia,2009,30.88
Proportion of women in managerial positions (%),Caucasus and Central Asia,2010,29.96
Proportion of women in managerial positions (%),Caucasus and Central Asia,2011,31.2
Proportion of women in managerial positions (%),Caucasus and Central Asia,2012,31.43
Proportion of women in managerial positions (%),Caucasus and Central Asia,2013,30.88
Proportion of women in managerial positions (%),Caucasus and Central Asia,2014,31.12
Proportion of women in managerial positions (%),Caucasus and Central Asia,2015,31.19
Proportion of women in managerial positions (%),Caucasus and Central Asia,2016,31.56
Proportion of women in managerial positions (%),Caucasus and Central Asia,2017,30.38
Proportion of women in managerial positions (%),Caucasus and Central Asia,2018,31.17
Proportion of women in managerial positions (%),Caucasus and Central Asia,2019,31.25
Proportion of women in managerial positions (%),Caucasus and Central Asia,2020,31.28
Proportion of women in managerial positions (%),Cayman Islands,2004,51.39
Proportion of women in managerial positions (%),Cayman Islands,2007,46.04
Proportion of women in managerial positions (%),Cayman Islands,2008,44.35
Proportion of women in managerial positions (%),Cayman Islands,2010,41.94
Proportion of women in managerial positions (%),Cayman Islands,2011,43.72
Proportion of women in managerial positions (%),Cayman Islands,2012,42.41
Proportion of women in managerial positions (%),Cayman Islands,2013,38.97
Proportion of women in managerial positions (%),Cayman Islands,2014,38.12
Proportion of women in managerial positions (%),Cayman Islands,2015,42.45
Proportion of women in managerial positions (%),Asia,2000,20.07
Proportion of women in managerial positions (%),Asia,2001,20.31
Proportion of women in managerial positions (%),Asia,2002,20.5
Proportion of women in managerial positions (%),Asia,2003,20.65
Proportion of women in managerial positions (%),Asia,2004,20.83
Proportion of women in managerial positions (%),Asia,2005,20.99
Proportion of women in managerial positions (%),Asia,2006,21.1
Proportion of women in managerial positions (%),Asia,2007,21.65
Proportion of women in managerial positions (%),Asia,2008,21.3
Proportion of women in managerial positions (%),Asia,2009,21.17
Proportion of women in managerial positions (%),Asia,2010,21.28
Proportion of women in managerial positions (%),Asia,2011,21.16
Proportion of women in managerial positions (%),Asia,2012,20.89
Proportion of women in managerial positions (%),Asia,2013,21.45
Proportion of women in managerial positions (%),Asia,2014,21.73
Proportion of women in managerial positions (%),Asia,2015,21.79
Proportion of women in managerial positions (%),Asia,2016,22.08
Proportion of women in managerial positions (%),Asia,2017,22.1
Proportion of women in managerial positions (%),Asia,2018,22.41
Proportion of women in managerial positions (%),Asia,2019,22.85
Proportion of women in managerial positions (%),Asia,2020,22.71
Proportion of women in managerial positions (%),Central Asia,2000,26.29
Proportion of women in managerial positions (%),Central Asia,2001,26.87
Proportion of women in managerial positions (%),Central Asia,2002,27.65
Proportion of women in managerial positions (%),Central Asia,2003,28.01
Proportion of women in managerial positions (%),Central Asia,2004,30.37
Proportion of women in managerial positions (%),Central Asia,2005,29.2
Proportion of women in managerial positions (%),Central Asia,2006,29.95
Proportion of women in managerial positions (%),Central Asia,2007,30.72
Proportion of women in managerial positions (%),Central Asia,2008,31.6
Proportion of women in managerial positions (%),Central Asia,2009,31.33
Proportion of women in managerial positions (%),Central Asia,2010,30.31
Proportion of women in managerial positions (%),Central Asia,2011,30.73
Proportion of women in managerial positions (%),Central Asia,2012,31.59
Proportion of women in managerial positions (%),Central Asia,2013,31.05
Proportion of women in managerial positions (%),Central Asia,2014,30.75
Proportion of women in managerial positions (%),Central Asia,2015,30.43
Proportion of women in managerial positions (%),Central Asia,2016,30.36
Proportion of women in managerial positions (%),Central Asia,2017,30.35
Proportion of women in managerial positions (%),Central Asia,2018,30.3
Proportion of women in managerial positions (%),Central Asia,2019,30.39
Proportion of women in managerial positions (%),Central Asia,2020,30.35
Proportion of women in managerial positions (%),Sri Lanka,2002,21.74
Proportion of women in managerial positions (%),Sri Lanka,2003,20.39
Proportion of women in managerial positions (%),Sri Lanka,2004,19.79
Proportion of women in managerial positions (%),Sri Lanka,2005,22.39
Proportion of women in managerial positions (%),Sri Lanka,2006,20.51
Proportion of women in managerial positions (%),Sri Lanka,2007,23.79
Proportion of women in managerial positions (%),Sri Lanka,2008,23.93
Proportion of women in managerial positions (%),Sri Lanka,2009,25.08
Proportion of women in managerial positions (%),Sri Lanka,2010,25.49
Proportion of women in managerial positions (%),Sri Lanka,2011,23.15
Proportion of women in managerial positions (%),Sri Lanka,2012,28.42
Proportion of women in managerial positions (%),Sri Lanka,2013,29.06
Proportion of women in managerial positions (%),Sri Lanka,2014,24.8
Proportion of women in managerial positions (%),Sri Lanka,2015,25.92
Proportion of women in managerial positions (%),Sri Lanka,2016,28.37
Proportion of women in managerial positions (%),Sri Lanka,2017,27.58
Proportion of women in managerial positions (%),Sri Lanka,2018,25.97
Proportion of women in managerial positions (%),Sri Lanka,2019,27.19
Proportion of women in managerial positions (%),Western Asia,2000,12.02
Proportion of women in managerial positions (%),Western Asia,2001,12.3
Proportion of women in managerial positions (%),Western Asia,2002,11.47
Proportion of women in managerial positions (%),Western Asia,2003,11.31
Proportion of women in managerial positions (%),Western Asia,2004,11.03
Proportion of women in managerial positions (%),Western Asia,2005,10.8
Proportion of women in managerial positions (%),Western Asia,2006,11.92
Proportion of women in managerial positions (%),Western Asia,2007,12.23
Proportion of women in managerial positions (%),Western Asia,2008,12.81
Proportion of women in managerial positions (%),Western Asia,2009,12.52
Proportion of women in managerial positions (%),Western Asia,2010,12.95
Proportion of women in managerial positions (%),Western Asia,2011,13.56
Proportion of women in managerial positions (%),Western Asia,2012,14.18
Proportion of women in managerial positions (%),Western Asia,2013,15.17
Proportion of women in managerial positions (%),Western Asia,2014,14.94
Proportion of women in managerial positions (%),Western Asia,2015,14.89
Proportion of women in managerial positions (%),Western Asia,2016,16.02
Proportion of women in managerial positions (%),Western Asia,2017,15.38
Proportion of women in managerial positions (%),Western Asia,2018,15.5
Proportion of women in managerial positions (%),Western Asia,2019,16.03
Proportion of women in managerial positions (%),Western Asia,2020,16.81
Proportion of women in managerial positions (%),Europe,2000,31.4
Proportion of women in managerial positions (%),Europe,2001,32.14
Proportion of women in managerial positions (%),Europe,2002,32.74
Proportion of women in managerial positions (%),Europe,2003,33.67
Proportion of women in managerial positions (%),Europe,2004,33.66
Proportion of women in managerial positions (%),Europe,2005,34.27
Proportion of women in managerial positions (%),Europe,2006,34.43
Proportion of women in managerial positions (%),Europe,2007,34.69
Proportion of women in managerial positions (%),Europe,2008,34.5
Proportion of women in managerial positions (%),Europe,2009,35.02
Proportion of women in managerial positions (%),Europe,2010,35.64
Proportion of women in managerial positions (%),Europe,2011,35.94
Proportion of women in managerial positions (%),Europe,2012,35.81
Proportion of women in managerial positions (%),Europe,2013,35.22
Proportion of women in managerial positions (%),Europe,2014,35.16
Proportion of women in managerial positions (%),Europe,2015,35.52
Proportion of women in managerial positions (%),Europe,2016,36.06
Proportion of women in managerial positions (%),Europe,2017,35.86
Proportion of women in managerial positions (%),Europe,2018,36.01
Proportion of women in managerial positions (%),Europe,2019,36.91
Proportion of women in managerial positions (%),Europe,2020,37.28
Proportion of women in managerial positions (%),Eastern Europe,2000,36.3
Proportion of women in managerial positions (%),Eastern Europe,2001,36.77
Proportion of women in managerial positions (%),Eastern Europe,2002,37.86
Proportion of women in managerial positions (%),Eastern Europe,2003,39.38
Proportion of women in managerial positions (%),Eastern Europe,2004,38.85
Proportion of women in managerial positions (%),Eastern Europe,2005,39.2
Proportion of women in managerial positions (%),Eastern Europe,2006,39.38
Proportion of women in managerial positions (%),Eastern Europe,2007,39.64
Proportion of women in managerial positions (%),Eastern Europe,2008,38.76
Proportion of women in managerial positions (%),Eastern Europe,2009,39.47
Proportion of women in managerial positions (%),Eastern Europe,2010,40.28
Proportion of women in managerial positions (%),Eastern Europe,2011,40.94
Proportion of women in managerial positions (%),Eastern Europe,2012,40.49
Proportion of women in managerial positions (%),Eastern Europe,2013,39.95
Proportion of women in managerial positions (%),Eastern Europe,2014,39.86
Proportion of women in managerial positions (%),Eastern Europe,2015,40.7
Proportion of women in managerial positions (%),Eastern Europe,2016,40.94
Proportion of women in managerial positions (%),Eastern Europe,2017,40.55
Proportion of women in managerial positions (%),Eastern Europe,2018,40.81
Proportion of women in managerial positions (%),Eastern Europe,2019,42.69
Proportion of women in managerial positions (%),Eastern Europe,2020,42.93
Proportion of women in managerial positions (%),Chile,2000,32.59
Proportion of women in managerial positions (%),Chile,2002,32.72
Proportion of women in managerial positions (%),Chile,2003,42.66
Proportion of women in managerial positions (%),Chile,2006,40.18
Proportion of women in managerial positions (%),Chile,2009,33.32
Proportion of women in managerial positions (%),Chile,2010,23.79
Proportion of women in managerial positions (%),Chile,2011,23.56
Proportion of women in managerial positions (%),Chile,2012,24
Proportion of women in managerial positions (%),Chile,2013,24.98
Proportion of women in managerial positions (%),Chile,2014,26.94
Proportion of women in managerial positions (%),Chile,2015,27.41
Proportion of women in managerial positions (%),Chile,2016,27.39
Proportion of women in managerial positions (%),Chile,2017,26.45
Proportion of women in managerial positions (%),Chile,2018,27.26
Proportion of women in managerial positions (%),Chile,2019,29.88
Proportion of women in managerial positions (%),Chile,2020,27.45
Proportion of women in managerial positions (%),Chile,2021,30.36
Proportion of women in managerial positions (%),Northern Europe,2000,32.69
Proportion of women in managerial positions (%),Northern Europe,2001,32.84
Proportion of women in managerial positions (%),Northern Europe,2002,33.23
Proportion of women in managerial positions (%),Northern Europe,2003,33.24
Proportion of women in managerial positions (%),Northern Europe,2004,33.46
Proportion of women in managerial positions (%),Northern Europe,2005,33.77
Proportion of women in managerial positions (%),Northern Europe,2006,33.83
Proportion of women in managerial positions (%),Northern Europe,2007,33.82
Proportion of women in managerial positions (%),Northern Europe,2008,33.99
Proportion of women in managerial positions (%),Northern Europe,2009,34.44
Proportion of women in managerial positions (%),Northern Europe,2010,34.35
Proportion of women in managerial positions (%),Northern Europe,2011,34.31
Proportion of women in managerial positions (%),Northern Europe,2012,34.19
Proportion of women in managerial positions (%),Northern Europe,2013,33.91
Proportion of women in managerial positions (%),Northern Europe,2014,35.11
Proportion of women in managerial positions (%),Northern Europe,2015,35.35
Proportion of women in managerial positions (%),Northern Europe,2016,36.11
Proportion of women in managerial positions (%),Northern Europe,2017,36.2
Proportion of women in managerial positions (%),Northern Europe,2018,36.08
Proportion of women in managerial positions (%),Northern Europe,2019,36.7
Proportion of women in managerial positions (%),Northern Europe,2020,37.65
Proportion of women in managerial positions (%),Western Europe,2000,28.94
Proportion of women in managerial positions (%),Western Europe,2001,29.34
Proportion of women in managerial positions (%),Western Europe,2002,29.83
Proportion of women in managerial positions (%),Western Europe,2003,29.83
Proportion of women in managerial positions (%),Western Europe,2004,29.92
Proportion of women in managerial positions (%),Western Europe,2005,31
Proportion of women in managerial positions (%),Western Europe,2006,31.54
Proportion of women in managerial positions (%),Western Europe,2007,31.78
Proportion of women in managerial positions (%),Western Europe,2008,32.14
Proportion of women in managerial positions (%),Western Europe,2009,32.33
Proportion of women in managerial positions (%),Western Europe,2010,32.82
Proportion of women in managerial positions (%),Western Europe,2011,32.84
Proportion of women in managerial positions (%),Western Europe,2012,32.66
Proportion of women in managerial positions (%),Western Europe,2013,30.79
Proportion of women in managerial positions (%),Western Europe,2014,29.83
Proportion of women in managerial positions (%),Western Europe,2015,29.86
Proportion of women in managerial positions (%),Western Europe,2016,30.52
Proportion of women in managerial positions (%),Western Europe,2017,30.67
Proportion of women in managerial positions (%),Western Europe,2018,31.06
Proportion of women in managerial positions (%),Western Europe,2019,31.28
Proportion of women in managerial positions (%),Western Europe,2020,31.73
Proportion of women in managerial positions (%),China,2005,16.75
Proportion of women in managerial positions (%),Comoros,2004,26.13
Proportion of women in managerial positions (%),Comoros,2014,25.56
Proportion of women in managerial positions (%),Congo,2009,69.38
Proportion of women in managerial positions (%),Democratic Republic of the Congo,2005,8.02
Proportion of women in managerial positions (%),Democratic Republic of the Congo,2012,20.18
Proportion of women in managerial positions (%),Cook Islands,2001,36.11
Proportion of women in managerial positions (%),Cook Islands,2011,47.5
Proportion of women in managerial positions (%),Cook Islands,2016,42.32
Proportion of women in managerial positions (%),Cook Islands,2019,59.77
Proportion of women in managerial positions (%),Costa Rica,2000,32.94
Proportion of women in managerial positions (%),Costa Rica,2001,25.36
Proportion of women in managerial positions (%),Costa Rica,2002,26.14
Proportion of women in managerial positions (%),Costa Rica,2003,29.08
Proportion of women in managerial positions (%),Costa Rica,2004,26.18
Proportion of women in managerial positions (%),Costa Rica,2005,24.88
Proportion of women in managerial positions (%),Costa Rica,2006,29.92
Proportion of women in managerial positions (%),Costa Rica,2007,26.99
Proportion of women in managerial positions (%),Costa Rica,2008,30.42
Proportion of women in managerial positions (%),Costa Rica,2009,30.4
Proportion of women in managerial positions (%),Costa Rica,2010,29.95
Proportion of women in managerial positions (%),Costa Rica,2011,35.2
Proportion of women in managerial positions (%),Costa Rica,2012,28.65
Proportion of women in managerial positions (%),Costa Rica,2013,36.81
Proportion of women in managerial positions (%),Costa Rica,2014,31.89
Proportion of women in managerial positions (%),Costa Rica,2015,28.73
Proportion of women in managerial positions (%),Costa Rica,2016,34.55
Proportion of women in managerial positions (%),Costa Rica,2017,36.82
Proportion of women in managerial positions (%),Costa Rica,2018,33.91
Proportion of women in managerial positions (%),Costa Rica,2019,41.04
Proportion of women in managerial positions (%),Costa Rica,2020,40.22
Proportion of women in managerial positions (%),Croatia,2000,24.66
Proportion of women in managerial positions (%),Croatia,2001,24.67
Proportion of women in managerial positions (%),Croatia,2002,27.1
Proportion of women in managerial positions (%),Croatia,2003,24.59
Proportion of women in managerial positions (%),Croatia,2004,22.61
Proportion of women in managerial positions (%),Croatia,2005,24.03
Proportion of women in managerial positions (%),Croatia,2006,25.64
Proportion of women in managerial positions (%),Croatia,2007,20.7
Proportion of women in managerial positions (%),Croatia,2008,25.44
Proportion of women in managerial positions (%),Croatia,2009,25.15
Proportion of women in managerial positions (%),Croatia,2010,25.78
Proportion of women in managerial positions (%),Croatia,2011,23.95
Proportion of women in managerial positions (%),Croatia,2012,26.05
Proportion of women in managerial positions (%),Croatia,2013,24.38
Proportion of women in managerial positions (%),Croatia,2014,23.18
Proportion of women in managerial positions (%),Croatia,2015,26.67
Proportion of women in managerial positions (%),Croatia,2016,29.93
Proportion of women in managerial positions (%),Croatia,2017,29.05
Proportion of women in managerial positions (%),Croatia,2018,29.98
Proportion of women in managerial positions (%),Croatia,2019,26.41
Proportion of women in managerial positions (%),Croatia,2020,28.39
Proportion of women in managerial positions (%),Cuba,2009,32.51
Proportion of women in managerial positions (%),Cuba,2010,38.12
Proportion of women in managerial positions (%),Cyprus,2000,14.78
Proportion of women in managerial positions (%),Cyprus,2001,19.02
Proportion of women in managerial positions (%),Cyprus,2002,17.55
Proportion of women in managerial positions (%),Cyprus,2003,17.46
Proportion of women in managerial positions (%),Cyprus,2004,17.25
Proportion of women in managerial positions (%),Cyprus,2005,14.76
Proportion of women in managerial positions (%),Cyprus,2006,16.15
Proportion of women in managerial positions (%),Cyprus,2007,15.43
Proportion of women in managerial positions (%),Cyprus,2008,16.12
Proportion of women in managerial positions (%),Cyprus,2009,12.23
Proportion of women in managerial positions (%),Cyprus,2010,13.77
Proportion of women in managerial positions (%),Cyprus,2011,14.99
Proportion of women in managerial positions (%),Cyprus,2012,15.8
Proportion of women in managerial positions (%),Cyprus,2013,18.92
Proportion of women in managerial positions (%),Cyprus,2014,17.33
Proportion of women in managerial positions (%),Cyprus,2015,22.82
Proportion of women in managerial positions (%),Cyprus,2016,25.73
Proportion of women in managerial positions (%),Cyprus,2017,20.69
Proportion of women in managerial positions (%),Cyprus,2018,16.95
Proportion of women in managerial positions (%),Cyprus,2019,21.35
Proportion of women in managerial positions (%),Cyprus,2020,24.18
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2000,24.18
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2001,24.67
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2002,22.37
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2003,21.2
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2004,20.73
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2005,19.92
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2006,19.89
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2007,19.64
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2008,19.65
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2009,20.17
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2010,19.51
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2011,20.6
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2012,20.77
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2013,20.97
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2014,21.06
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2015,21.21
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2016,21.42
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2017,22.22
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2018,22.33
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2019,22.71
Proportion of women in managerial positions (%),Least Developed Countries (LDCs),2020,22.82
Proportion of women in managerial positions (%),Sub-Saharan Africa,2000,27.57
Proportion of women in managerial positions (%),Sub-Saharan Africa,2001,27.48
Proportion of women in managerial positions (%),Sub-Saharan Africa,2002,27.1
Proportion of women in managerial positions (%),Sub-Saharan Africa,2003,26.84
Proportion of women in managerial positions (%),Sub-Saharan Africa,2004,26.87
Proportion of women in managerial positions (%),Sub-Saharan Africa,2005,26.5
Proportion of women in managerial positions (%),Sub-Saharan Africa,2006,26.48
Proportion of women in managerial positions (%),Sub-Saharan Africa,2007,26.61
Proportion of women in managerial positions (%),Sub-Saharan Africa,2008,27.04
Proportion of women in managerial positions (%),Sub-Saharan Africa,2009,27.41
Proportion of women in managerial positions (%),Sub-Saharan Africa,2010,27.1
Proportion of women in managerial positions (%),Sub-Saharan Africa,2011,28.61
Proportion of women in managerial positions (%),Sub-Saharan Africa,2012,28.65
Proportion of women in managerial positions (%),Sub-Saharan Africa,2013,28.62
Proportion of women in managerial positions (%),Sub-Saharan Africa,2014,29.15
Proportion of women in managerial positions (%),Sub-Saharan Africa,2015,29.32
Proportion of women in managerial positions (%),Sub-Saharan Africa,2016,29.7
Proportion of women in managerial positions (%),Sub-Saharan Africa,2017,30.65
Proportion of women in managerial positions (%),Sub-Saharan Africa,2018,30.35
Proportion of women in managerial positions (%),Sub-Saharan Africa,2019,30.34
Proportion of women in managerial positions (%),Sub-Saharan Africa,2020,29.81
Proportion of women in managerial positions (%),Czechia,2000,24.07
Proportion of women in managerial positions (%),Czechia,2001,26.77
Proportion of women in managerial positions (%),Czechia,2002,26.07
Proportion of women in managerial positions (%),Czechia,2003,27.68
Proportion of women in managerial positions (%),Czechia,2004,28.1
Proportion of women in managerial positions (%),Czechia,2005,29.62
Proportion of women in managerial positions (%),Czechia,2006,28.86
Proportion of women in managerial positions (%),Czechia,2007,28.62
Proportion of women in managerial positions (%),Czechia,2008,28.06
Proportion of women in managerial positions (%),Czechia,2009,28.99
Proportion of women in managerial positions (%),Czechia,2010,27.71
Proportion of women in managerial positions (%),Czechia,2011,25.75
Proportion of women in managerial positions (%),Czechia,2012,26.2
Proportion of women in managerial positions (%),Czechia,2013,27.18
Proportion of women in managerial positions (%),Czechia,2014,27.85
Proportion of women in managerial positions (%),Czechia,2015,29.48
Proportion of women in managerial positions (%),Czechia,2016,25.39
Proportion of women in managerial positions (%),Czechia,2017,24.64
